1.0	652.	0.98	0.48	0.48
1.0	652.	0.98	0.48	0.48
1.0	652.	0.98	0.48	0.48
1.0	652.	0.98	0.48	0.48
1.0	652.	0.98	0.48	0.48
1.0	652.	0.98	0.48	0.48
1.0	652.	0.98	0.48	0.48
1.0	652.	0.98	0.48	0.48
1.0	652.	0.98	0.48	0.48
1.0	652.	0.9	    0.48	0.48
1.0	652.	0.9	    0.48	0.48
1.0	652.	0.9	    0.48	0.48
1.0	652.	0.9	    0.48	0.48
1.0	652.	0.9	    0.43	0.43
1.0	652.	0.9	    0.43	0.43
1.0	652.	0.9	    0.43	0.43
1.0	652.	0.9	    0.43	0.43
1.0	652.	0.9	    0.43	0.43
1.0	652.	0.9	    0.43	0.43
1.0	652.	0.88	0.43	0.43
1.0	653.	0.86	0.43	0.43
1.0	653.	0.86	0.43	0.43
1.0	653.	0.86	0.43	0.43
1.0	653.	0.86	0.43	0.43
1.0	653.	0.86	0.43	0.43
1.0	653.	0.86	0.43	0.43
1.0	653.	0.86	0.43	0.43
1.0	653.	0.86	0.43	0.43
1.0	653.	0.86	0.4	0.4
1.0	653.	0.86	0.4	0.4
1.0	653.	0.86	0.4	0.4
1.0	653.	0.86	0.4	0.4
1.0	653.	0.86	0.4	0.4
1.0	653.	0.86	0.4	0.4
1.0	653.	0.84	0.4	0.4
1.0	653.	0.84	0.4	0.4
1.0	653.	0.84	0.4	0.4
1.0	653.	0.84	0.4	0.4
1.0	653.	0.84	0.4	0.4
1.0	653.	0.84	0.4	0.4
1.0	653.	0.84	0.4	0.4
1.0	653.	0.84	0.4	0.4
1.0	653.	0.84	0.36	0.36
1.0	653.	0.84	0.36	0.36
1.0	653.	0.84	0.36	0.36
1.0	653.	0.84	0.36	0.36
1.0	653.	0.84	0.36	0.36
1.0	653.	0.84	0.36	0.36
1.0	653.	0.8	0.36	0.36
1.0	653.	0.8	0.36	0.36
1.0	653.	0.8	0.36	0.36
1.0	653.	0.8	0.36	0.36
1.0	653.	0.8	0.36	0.36
1.0	653.	0.8	0.36	0.36
1.0	653.	0.8	0.36	0.36
1.0	653.	0.8	0.36	0.36
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.34	0.34
1.0	653.	0.8	0.32	0.32
1.0	653.	0.8	0.32	0.32
1.0	653.	0.8	0.32	0.32
1.0	653.	0.8	0.32	0.32
1.0	653.	0.8	0.32	0.32
1.0	653.	0.8	0.32	0.32
1.0	653.	0.78	0.32	0.32
1.0	653.	0.78	0.32	0.32
1.0	653.	0.78	0.32	0.32
1.0	653.	0.78	0.32	0.32
1.0	653.	0.78	0.32	0.32
1.0	653.	0.78	0.32	0.32
1.0	653.	0.78	0.32	0.32
1.0	653.	0.78	0.32	0.32
1.0	653.	0.78	0.30	0.30
1.0	653.	0.78	0.30	0.30
1.0	653.	0.78	0.30	0.30
1.0	654.	0.78	0.30	0.30
1.0	654.	0.78	0.30	0.30
1.0	654.	0.78	0.30	0.30
1.0	654.	0.78	0.30	0.30
1.0	654.	0.78	0.30	0.30
1.0	654.	0.78	0.30	0.30
1.0	654.	0.78	0.30	0.30
1.0	654.	0.78	0.30	0.30
1.0	654.	0.78	0.30	0.30
1.0	654.	0.78	0.30	0.30
1.0	654.	0.78	0.30	0.30
1.0	654.	0.78	0.29	0.29
1.0	654.	0.78	0.29	0.29
1.0	654.	0.78	0.29	0.29
1.0	654.	0.78	0.29	0.29
1.0	654.	0.78	0.29	0.29
1.0	654.	0.78	0.29	0.29
1.0	654.	0.78	0.29	0.29
1.0	654.	0.76	0.29	0.29
1.0	654.	0.76	0.29	0.29
1.0	654.	0.76	0.29	0.29
1.0	654.	0.76	0.29	0.29
1.0	654.	0.76	0.29	0.29
1.0	654.	0.76	0.29	0.29
1.0	654.	0.76	0.29	0.29
1.0	654.	0.76	0.29	0.29
1.0	654.	0.76	0.27	0.27
1.0	654.	0.76	0.27	0.27
1.0	654.	0.76	0.27	0.27
1.0	654.	0.76	0.27	0.27
1.0	654.	0.76	0.27	0.27
1.0	654.	0.76	0.27	0.27
1.0	654.	0.74	0.27	0.27
1.0	654.	0.74	0.27	0.27
1.0	654.	0.74	0.27	0.27
1.0	654.	0.74	0.27	0.27
1.0	654.	0.74	0.27	0.27
1.0	654.	0.74	0.27	0.27
1.0	654.	0.74	0.27	0.27
1.0	654.	0.74	0.27	0.27
1.0	654.	0.74	0.26	0.26
1.0	654.	0.74	0.26	0.26
1.0	654.	0.74	0.26	0.26
1.0	654.	0.74	0.26	0.26
1.0	654.	0.74	0.26	0.26
1.0	654.	0.74	0.26	0.26
1.0	654.	0.72	0.26	0.26
1.0	654.	0.72	0.26	0.26
1.0	654.	0.72	0.26	0.26
1.0	654.	0.72	0.26	0.26
1.0	654.	0.72	0.26	0.26
1.0	654.	0.72	0.26	0.26
1.0	654.	0.72	0.26	0.26
1.0	654.	0.72	0.26	0.26
1.0	654.	0.72	0.25	0.25
1.0	654.	0.72	0.25	0.25
1.0	654.	0.72	0.25	0.25
1.0	654.	0.72	0.25	0.25
1.0	654.	0.72	0.25	0.25
1.0	654.	0.72	0.25	0.25
1.0	655.	0.72	0.25	0.25
1.0	655.	0.72	0.25	0.25
1.0	655.	0.72	0.25	0.25
1.0	655.	0.72	0.25	0.25
1.0	655.	0.72	0.25	0.25
1.0	655.	0.72	0.25	0.25
1.0	655.	0.72	0.25	0.25
1.0	655.	0.72	0.25	0.25
1.0	655.	0.72	0.24	0.24
1.0	655.	0.72	0.24	0.24
1.0	655.	0.72	0.24	0.24
1.0	655.	0.72	0.24	0.24
1.0	655.	0.72	0.24	0.24
1.0	655.	0.72	0.24	0.24
1.0	655.	0.70	0.24	0.24
1.0	655.	0.70	0.24	0.24
1.0	655.	0.70	0.24	0.24
1.0	655.	0.70	0.24	0.24
1.0	655.	0.70	0.24	0.24
1.0	655.	0.70	0.24	0.24
1.0	655.	0.70	0.24	0.24
1.0	655.	0.70	0.24	0.24
1.0	655.	0.70	0.22	0.22
1.0	655.	0.70	0.22	0.22
1.0	655.	0.70	0.22	0.22
1.0	655.	0.70	0.22	0.22
1.0	655.	0.70	0.22	0.22
1.0	655.	0.70	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.68	0.22	0.22
1.0	655.	0.66	0.22	0.22
1.0	655.	0.66	0.22	0.22
1.0	655.	0.66	0.22	0.22
1.0	655.	0.66	0.22	0.22
1.0	655.	0.66	0.22	0.22
1.0	655.	0.66	0.22	0.22
1.0	655.	0.66	0.22	0.22
1.0	655.	0.66	0.22	0.22
1.0	655.	0.66	0.21	0.21
1.0	655.	0.66	0.21	0.21
1.0	655.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.21	0.21
1.0	656.	0.66	0.2	0.2
1.0	656.	0.66	0.2	0.2
1.0	656.	0.66	0.2	0.2
1.0	656.	0.66	0.2	0.2
1.0	656.	0.66	0.2	0.2
1.0	656.	0.66	0.2	0.2
1.0	656.	0.64	0.2	0.2
1.0	656.	0.64	0.2	0.2
1.0	656.	0.64	0.2	0.2
1.0	656.	0.64	0.2	0.2
1.0	656.	0.64	0.2	0.2
1.0	656.	0.64	0.2	0.2
1.0	656.	0.64	0.2	0.2
1.0	656.	0.64	0.2	0.2
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.64	0.19	0.19
1.0	656.	0.62	0.19	0.19
1.0	658.	0.62	0.19	0.19
1.0	657.	0.62	0.19	0.19
1.0	657.	0.62	0.19	0.19
1.0	657.	0.62	0.19	0.19
1.0	657.	0.62	0.19	0.19
1.0	657.	0.62	0.19	0.19
1.0	657.	0.62	0.19	0.19
1.0	657.	0.62	0.18	0.18
1.0	657.	0.62	0.18	0.18
1.0	657.	0.62	0.18	0.18
1.0	657.	0.62	0.18	0.18
1.0	657.	0.62	0.18	0.18
1.0	657.	0.62	0.18	0.18
1.0	657.	0.68	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	657.	0.60	0.18	0.18
1.0	658.	0.60	0.18	0.18
1.0	658.	0.60	0.18	0.18
1.0	658.	0.60	0.18	0.18
1.0	658.	0.60	0.18	0.18
1.0	658.	0.60	0.18	0.18
1.0	658.	0.60	0.18	0.18
1.0	658.	0.60	0.18	0.18
1.0	658.	0.60	0.18	0.18
1.0	658.	0.60	0.18	0.18
1.0	658.	0.60	0.18	0.18
1.0	658.	0.60	0.18	0.18
1.0	658.	0.60	0.18	0.18
